id,country_name,year,series_name,value,income_level,region,longitude,latitude,iso2Code
GUM,Guam,2023,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,144.794,13.4443,GU
GUM,Guam,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,144.794,13.4443,GU
GUM,Guam,2023,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,144.794,13.4443,GU
GUM,Guam,2023,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,144.794,13.4443,GU
GUM,Guam,2023,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,144.794,13.4443,GU
GTM,Guatemala,2023,GDP per capita (current US$),5758.31,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,Current health expenditure per capita (current US$),,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,Current health expenditure (% of GDP),,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,"Government expenditure on education, total (% of GDP)",3.11,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,"Literacy rate, adult total (% of people ages 15 and above)",83.04,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,"School enrollment, primary (% gross)",102.03,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,"School enrollment, secondary (% gross)",47.38,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GTM,Guatemala,2023,"School enrollment, tertiary (% gross)",27.29,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248,GT
GIN,Guinea,2023,GDP per capita (current US$),1555.49,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,Current health expenditure per capita (current US$),,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,Current health expenditure (% of GDP),,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,"Government expenditure on education, total (% of GDP)",1.72,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,"School enrollment, primary (% gross)",,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,"School enrollment, secondary (% gross)",,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GIN,Guinea,2023,"School enrollment, tertiary (% gross)",,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667,GN
GNB,Guinea-Bissau,2023,GDP per capita (current US$),964.93,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,Current health expenditure per capita (current US$),,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,Current health expenditure (% of GDP),,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,"Government expenditure on education, total (% of GDP)",,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,"School enrollment, primary (% gross)",,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,"School enrollment, secondary (% gross)",,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GNB,Guinea-Bissau,2023,"School enrollment, tertiary (% gross)",,Low income,Sub-Saharan Africa ,-15.1804,11.8037,GW
GUY,Guyana,2023,GDP per capita (current US$),20473.7,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,Current health expenditure per capita (current US$),,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,Current health expenditure (% of GDP),,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,"Government expenditure on education, total (% of GDP)",,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,"School enrollment, primary (% gross)",94.45,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,"School enrollment, secondary (% gross)",84.49,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
GUY,Guyana,2023,"School enrollment, tertiary (% gross)",25.15,High income,Latin America & Caribbean ,-58.1548,6.80461,GY
HTI,Haiti,2023,GDP per capita (current US$),1705.76,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,Current health expenditure per capita (current US$),,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,Current health expenditure (% of GDP),,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,"Government expenditure on education, total (% of GDP)",0.96,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,"School enrollment, primary (% gross)",,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,"School enrollment, secondary (% gross)",,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HTI,Haiti,2023,"School enrollment, tertiary (% gross)",,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392,HT
HND,Honduras,2023,GDP per capita (current US$),3227.46,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,Current health expenditure per capita (current US$),,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,Current health expenditure (% of GDP),,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,"Government expenditure on education, total (% of GDP)",4.55,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,"Literacy rate, adult total (% of people ages 15 and above)",87.09,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,"School enrollment, primary (% gross)",82.55,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,"School enrollment, secondary (% gross)",54.5,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HND,Honduras,2023,"School enrollment, tertiary (% gross)",,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333,HN
HKG,"Hong Kong SAR, China",2023,GDP per capita (current US$),50565.46,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,Current health expenditure per capita (current US$),,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,Current health expenditure (% of GDP),,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,"Government expenditure on education, total (% of GDP)",3.8,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,114.109,22.3964,HK
HKG,"Hong Kong SAR, China",2023,"School enrollment, tertiary (% gross)",105.46,High income,East Asia & Pacific,114.109,22.3964,HK
HUN,Hungary,2023,GDP per capita (current US$),22312.18,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,Current health expenditure per capita (current US$),1407.49,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,Current health expenditure (% of GDP),6.36,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,"School enrollment, primary (% gross)",103.57,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,"School enrollment, secondary (% gross)",105.42,High income,Europe & Central Asia,19.0408,47.4984,HU
HUN,Hungary,2023,"School enrollment, tertiary (% gross)",56.59,High income,Europe & Central Asia,19.0408,47.4984,HU
ISL,Iceland,2023,GDP per capita (current US$),79960.1,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,Current health expenditure per capita (current US$),7196.91,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,Current health expenditure (% of GDP),8.99,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,"School enrollment, primary (% gross)",98.22,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,"School enrollment, secondary (% gross)",108.91,High income,Europe & Central Asia,-21.8952,64.1353,IS
ISL,Iceland,2023,"School enrollment, tertiary (% gross)",76.52,High income,Europe & Central Asia,-21.8952,64.1353,IS
IND,India,2023,GDP per capita (current US$),2530.12,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,Current health expenditure per capita (current US$),,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,Current health expenditure (% of GDP),,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,"Government expenditure on education, total (% of GDP)",,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,"Literacy rate, adult total (% of people ages 15 and above)",81.7,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,"School enrollment, primary (% gross)",113.16,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,"School enrollment, secondary (% gross)",79.33,Lower middle income,South Asia,77.225,28.6353,IN
IND,India,2023,"School enrollment, tertiary (% gross)",34.01,Lower middle income,South Asia,77.225,28.6353,IN
IDN,Indonesia,2023,GDP per capita (current US$),4876.31,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,Current health expenditure per capita (current US$),,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,Current health expenditure (% of GDP),,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,"Government expenditure on education, total (% of GDP)",1.28,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,"School enrollment, primary (% gross)",98.16,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,"School enrollment, secondary (% gross)",96.0,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IDN,Indonesia,2023,"School enrollment, tertiary (% gross)",44.88,Upper middle income,East Asia & Pacific,106.83,-6.19752,ID
IRN,"Iran, Islamic Rep.",2023,GDP per capita (current US$),4465.64,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,Current health expenditure per capita (current US$),,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,Current health expenditure (% of GDP),,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,"Government expenditure on education, total (% of GDP)",2.82,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,"Literacy rate, adult total (% of people ages 15 and above)",88.92,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,"School enrollment, primary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,"School enrollment, secondary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRN,"Iran, Islamic Rep.",2023,"School enrollment, tertiary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",51.4447,35.6878,IR
IRQ,Iraq,2023,GDP per capita (current US$),5965.32,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,Current health expenditure per capita (current US$),,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,Current health expenditure (% of GDP),,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,"Government expenditure on education, total (% of GDP)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,"School enrollment, primary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,"School enrollment, secondary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRQ,Iraq,2023,"School enrollment, tertiary (% gross)",,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302,IQ
IRL,Ireland,2023,GDP per capita (current US$),103887.8,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,Current health expenditure per capita (current US$),,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,Current health expenditure (% of GDP),,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,-6.26749,53.3441,IE
IRL,Ireland,2023,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,-6.26749,53.3441,IE
IMN,Isle of Man,2023,GDP per capita (current US$),,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,Current health expenditure per capita (current US$),,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,Current health expenditure (% of GDP),,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,-4.47928,54.1509,IM
IMN,Isle of Man,2023,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,-4.47928,54.1509,IM
ISR,Israel,2023,GDP per capita (current US$),52003.72,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,Current health expenditure per capita (current US$),,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,Current health expenditure (% of GDP),,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,"Government expenditure on education, total (% of GDP)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,"School enrollment, primary (% gross)",96.49,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,"School enrollment, secondary (% gross)",96.47,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ISR,Israel,2023,"School enrollment, tertiary (% gross)",55.84,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717,IL
ITA,Italy,2023,GDP per capita (current US$),39065.42,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,Current health expenditure per capita (current US$),3228.44,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,Current health expenditure (% of GDP),8.52,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,"School enrollment, primary (% gross)",103.57,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,"School enrollment, secondary (% gross)",100.68,High income,Europe & Central Asia,12.4823,41.8955,IT
ITA,Italy,2023,"School enrollment, tertiary (% gross)",75.95,High income,Europe & Central Asia,12.4823,41.8955,IT
JAM,Jamaica,2023,GDP per capita (current US$),6839.73,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,Current health expenditure per capita (current US$),,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,Current health expenditure (% of GDP),,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,"Government expenditure on education, total (% of GDP)",5.65,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,"School enrollment, primary (% gross)",87.74,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,"School enrollment, secondary (% gross)",85.44,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JAM,Jamaica,2023,"School enrollment, tertiary (% gross)",,Upper middle income,Latin America & Caribbean ,-76.792,17.9927,JM
JPN,Japan,2023,GDP per capita (current US$),33836.18,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,Current health expenditure per capita (current US$),,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,Current health expenditure (% of GDP),,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,"School enrollment, primary (% gross)",102.5,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,"School enrollment, secondary (% gross)",102.34,High income,East Asia & Pacific,139.77,35.67,JP
JPN,Japan,2023,"School enrollment, tertiary (% gross)",64.89,High income,East Asia & Pacific,139.77,35.67,JP
JOR,Jordan,2023,GDP per capita (current US$),4466.08,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,Current health expenditure per capita (current US$),,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,Current health expenditure (% of GDP),,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,"Government expenditure on education, total (% of GDP)",3.51,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,"Literacy rate, adult total (% of people ages 15 and above)",94.85,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,"School enrollment, primary (% gross)",98.3,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,"School enrollment, secondary (% gross)",91.97,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
JOR,Jordan,2023,"School enrollment, tertiary (% gross)",33.06,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497,JO
KAZ,Kazakhstan,2023,GDP per capita (current US$),12879.43,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,Current health expenditure per capita (current US$),,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,Current health expenditure (% of GDP),,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,"Government expenditure on education, total (% of GDP)",4.85,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,"School enrollment, primary (% gross)",98.98,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,"School enrollment, secondary (% gross)",95.24,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KAZ,Kazakhstan,2023,"School enrollment, tertiary (% gross)",54.66,Upper middle income,Europe & Central Asia,71.4382,51.1879,KZ
KEN,Kenya,2023,GDP per capita (current US$),1952.3,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,Current health expenditure per capita (current US$),,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,Current health expenditure (% of GDP),,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,"Government expenditure on education, total (% of GDP)",3.96,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,"School enrollment, primary (% gross)",98.25,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,"School enrollment, secondary (% gross)",84.31,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KEN,Kenya,2023,"School enrollment, tertiary (% gross)",8.68,Lower middle income,Sub-Saharan Africa ,36.8126,-1.27975,KE
KIR,Kiribati,2023,GDP per capita (current US$),2177.7,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,Current health expenditure per capita (current US$),,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,Current health expenditure (% of GDP),,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,"Government expenditure on education, total (% of GDP)",16.39,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,"School enrollment, primary (% gross)",97.37,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,"School enrollment, secondary (% gross)",94.74,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
KIR,Kiribati,2023,"School enrollment, tertiary (% gross)",,Lower middle income,East Asia & Pacific,172.979,1.32905,KI
PRK,"Korea, Dem. People's Rep.",2023,GDP per capita (current US$),,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,Current health expenditure per capita (current US$),,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,Current health expenditure (% of GDP),,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,"Government expenditure on education, total (% of GDP)",,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,"School enrollment, primary (% gross)",,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,"School enrollment, secondary (% gross)",,Low income,East Asia & Pacific,125.754,39.0319,KP
PRK,"Korea, Dem. People's Rep.",2023,"School enrollment, tertiary (% gross)",,Low income,East Asia & Pacific,125.754,39.0319,KP
KOR,"Korea, Rep.",2023,GDP per capita (current US$),33121.37,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,Current health expenditure per capita (current US$),3269.7,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,Current health expenditure (% of GDP),9.88,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,"School enrollment, primary (% gross)",100.3,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,"School enrollment, secondary (% gross)",96.3,High income,East Asia & Pacific,126.957,37.5323,KR
KOR,"Korea, Rep.",2023,"School enrollment, tertiary (% gross)",106.71,High income,East Asia & Pacific,126.957,37.5323,KR
XKX,Kosovo,2023,GDP per capita (current US$),6221.2,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,Current health expenditure per capita (current US$),,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,Current health expenditure (% of GDP),,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,"Government expenditure on education, total (% of GDP)",,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,"School enrollment, primary (% gross)",,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,"School enrollment, secondary (% gross)",,Upper middle income,Europe & Central Asia,20.926,42.565,XK
XKX,Kosovo,2023,"School enrollment, tertiary (% gross)",,Upper middle income,Europe & Central Asia,20.926,42.565,XK
KWT,Kuwait,2023,GDP per capita (current US$),34075.85,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
KWT,Kuwait,2023,Current health expenditure per capita (current US$),,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
KWT,Kuwait,2023,Current health expenditure (% of GDP),,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
KWT,Kuwait,2023,"Government expenditure on education, total (% of GDP)",5.03,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
KWT,Kuwait,2023,"Literacy rate, adult total (% of people ages 15 and above)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
KWT,Kuwait,2023,"School enrollment, primary (% gross)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",47.9824,29.3721,KW
