id,country_name,year,value,series_name
COM,Comoros,2023,,"School enrollment, tertiary (% gross)"
COD,"Congo, Dem. Rep.",2023,633.4,GDP per capita (current US$)
COD,"Congo, Dem. Rep.",2023,,Current health expenditure per capita (current US$)
COD,"Congo, Dem. Rep.",2023,,Current health expenditure (% of GDP)
COD,"Congo, Dem. Rep.",2023,,"Government expenditure on education, total (% of GDP)"
COD,"Congo, Dem. Rep.",2023,,"Literacy rate, adult total (% of people ages 15 and above)"
COD,"Congo, Dem. Rep.",2023,117.6,"School enrollment, primary (% gross)"
COD,"Congo, Dem. Rep.",2023,55.49,"School enrollment, secondary (% gross)"
COD,"Congo, Dem. Rep.",2023,,"School enrollment, tertiary (% gross)"
COG,"Congo, Rep.",2023,2477.98,GDP per capita (current US$)
COG,"Congo, Rep.",2023,,Current health expenditure per capita (current US$)
COG,"Congo, Rep.",2023,,Current health expenditure (% of GDP)
COG,"Congo, Rep.",2023,3.34,"Government expenditure on education, total (% of GDP)"
COG,"Congo, Rep.",2023,,"Literacy rate, adult total (% of people ages 15 and above)"
COG,"Congo, Rep.",2023,87.88,"School enrollment, primary (% gross)"
COG,"Congo, Rep.",2023,,"School enrollment, secondary (% gross)"
COG,"Congo, Rep.",2023,10.38,"School enrollment, tertiary (% gross)"
CRI,Costa Rica,2023,16942.03,GDP per capita (current US$)
CRI,Costa Rica,2023,,Current health expenditure per capita (current US$)
CRI,Costa Rica,2023,,Current health expenditure (% of GDP)
CRI,Costa Rica,2023,,"Government expenditure on education, total (% of GDP)"
CRI,Costa Rica,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CRI,Costa Rica,2023,106.16,"School enrollment, primary (% gross)"
CRI,Costa Rica,2023,125.51,"School enrollment, secondary (% gross)"
CRI,Costa Rica,2023,,"School enrollment, tertiary (% gross)"
CIV,Cote d'Ivoire,2023,2554.67,GDP per capita (current US$)
CIV,Cote d'Ivoire,2023,,Current health expenditure per capita (current US$)
CIV,Cote d'Ivoire,2023,,Current health expenditure (% of GDP)
CIV,Cote d'Ivoire,2023,3.43,"Government expenditure on education, total (% of GDP)"
CIV,Cote d'Ivoire,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CIV,Cote d'Ivoire,2023,91.81,"School enrollment, primary (% gross)"
CIV,Cote d'Ivoire,2023,63.96,"School enrollment, secondary (% gross)"
CIV,Cote d'Ivoire,2023,11.57,"School enrollment, tertiary (% gross)"
HRV,Croatia,2023,21865.46,GDP per capita (current US$)
HRV,Croatia,2023,,Current health expenditure per capita (current US$)
HRV,Croatia,2023,,Current health expenditure (% of GDP)
HRV,Croatia,2023,,"Government expenditure on education, total (% of GDP)"
HRV,Croatia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
HRV,Croatia,2023,101.16,"School enrollment, primary (% gross)"
HRV,Croatia,2023,105.03,"School enrollment, secondary (% gross)"
HRV,Croatia,2023,81.18,"School enrollment, tertiary (% gross)"
CUB,Cuba,2023,,GDP per capita (current US$)
CUB,Cuba,2023,,Current health expenditure per capita (current US$)
CUB,Cuba,2023,,Current health expenditure (% of GDP)
CUB,Cuba,2023,,"Government expenditure on education, total (% of GDP)"
CUB,Cuba,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CUB,Cuba,2023,99.33,"School enrollment, primary (% gross)"
CUB,Cuba,2023,95.6,"School enrollment, secondary (% gross)"
CUB,Cuba,2023,49.73,"School enrollment, tertiary (% gross)"
CUW,Curacao,2023,21061.74,GDP per capita (current US$)
CUW,Curacao,2023,,Current health expenditure per capita (current US$)
CUW,Curacao,2023,,Current health expenditure (% of GDP)
CUW,Curacao,2023,5.3,"Government expenditure on education, total (% of GDP)"
CUW,Curacao,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CUW,Curacao,2023,109.17,"School enrollment, primary (% gross)"
CUW,Curacao,2023,123.43,"School enrollment, secondary (% gross)"
CUW,Curacao,2023,,"School enrollment, tertiary (% gross)"
CYP,Cyprus,2023,36551.42,GDP per capita (current US$)
CYP,Cyprus,2023,,Current health expenditure per capita (current US$)
CYP,Cyprus,2023,,Current health expenditure (% of GDP)
CYP,Cyprus,2023,,"Government expenditure on education, total (% of GDP)"
CYP,Cyprus,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CYP,Cyprus,2023,98.59,"School enrollment, primary (% gross)"
CYP,Cyprus,2023,102.4,"School enrollment, secondary (% gross)"
CYP,Cyprus,2023,99.02,"School enrollment, tertiary (% gross)"
CZE,Czechia,2023,31591.06,GDP per capita (current US$)
CZE,Czechia,2023,2609.24,Current health expenditure per capita (current US$)
CZE,Czechia,2023,8.54,Current health expenditure (% of GDP)
CZE,Czechia,2023,,"Government expenditure on education, total (% of GDP)"
CZE,Czechia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
CZE,Czechia,2023,99.7,"School enrollment, primary (% gross)"
CZE,Czechia,2023,97.62,"School enrollment, secondary (% gross)"
CZE,Czechia,2023,66.73,"School enrollment, tertiary (% gross)"
DNK,Denmark,2023,68453.88,GDP per capita (current US$)
DNK,Denmark,2023,6432.37,Current health expenditure per capita (current US$)
DNK,Denmark,2023,9.42,Current health expenditure (% of GDP)
DNK,Denmark,2023,,"Government expenditure on education, total (% of GDP)"
DNK,Denmark,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
DNK,Denmark,2023,99.87,"School enrollment, primary (% gross)"
DNK,Denmark,2023,126.98,"School enrollment, secondary (% gross)"
DNK,Denmark,2023,81.23,"School enrollment, tertiary (% gross)"
DJI,Djibouti,2023,3397.52,GDP per capita (current US$)
DJI,Djibouti,2023,,Current health expenditure per capita (current US$)
DJI,Djibouti,2023,,Current health expenditure (% of GDP)
DJI,Djibouti,2023,,"Government expenditure on education, total (% of GDP)"
DJI,Djibouti,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
DJI,Djibouti,2023,,"School enrollment, primary (% gross)"
DJI,Djibouti,2023,,"School enrollment, secondary (% gross)"
DJI,Djibouti,2023,,"School enrollment, tertiary (% gross)"
DMA,Dominica,2023,9912.96,GDP per capita (current US$)
DMA,Dominica,2023,,Current health expenditure per capita (current US$)
DMA,Dominica,2023,,Current health expenditure (% of GDP)
DMA,Dominica,2023,4.69,"Government expenditure on education, total (% of GDP)"
DMA,Dominica,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
DMA,Dominica,2023,99.07,"School enrollment, primary (% gross)"
DMA,Dominica,2023,102.59,"School enrollment, secondary (% gross)"
DMA,Dominica,2023,,"School enrollment, tertiary (% gross)"
DOM,Dominican Republic,2023,10630.43,GDP per capita (current US$)
DOM,Dominican Republic,2023,,Current health expenditure per capita (current US$)
DOM,Dominican Republic,2023,,Current health expenditure (% of GDP)
DOM,Dominican Republic,2023,3.76,"Government expenditure on education, total (% of GDP)"
DOM,Dominican Republic,2023,94.31,"Literacy rate, adult total (% of people ages 15 and above)"
DOM,Dominican Republic,2023,101.64,"School enrollment, primary (% gross)"
DOM,Dominican Republic,2023,75.48,"School enrollment, secondary (% gross)"
DOM,Dominican Republic,2023,58.24,"School enrollment, tertiary (% gross)"
ECU,Ecuador,2023,6737.85,GDP per capita (current US$)
ECU,Ecuador,2023,,Current health expenditure per capita (current US$)
ECU,Ecuador,2023,,Current health expenditure (% of GDP)
ECU,Ecuador,2023,3.89,"Government expenditure on education, total (% of GDP)"
ECU,Ecuador,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
ECU,Ecuador,2023,97.25,"School enrollment, primary (% gross)"
ECU,Ecuador,2023,92.81,"School enrollment, secondary (% gross)"
ECU,Ecuador,2023,67.89,"School enrollment, tertiary (% gross)"
EGY,"Egypt, Arab Rep.",2023,3456.79,GDP per capita (current US$)
EGY,"Egypt, Arab Rep.",2023,,Current health expenditure per capita (current US$)
EGY,"Egypt, Arab Rep.",2023,,Current health expenditure (% of GDP)
EGY,"Egypt, Arab Rep.",2023,,"Government expenditure on education, total (% of GDP)"
EGY,"Egypt, Arab Rep.",2023,,"Literacy rate, adult total (% of people ages 15 and above)"
EGY,"Egypt, Arab Rep.",2023,95.92,"School enrollment, primary (% gross)"
EGY,"Egypt, Arab Rep.",2023,84.47,"School enrollment, secondary (% gross)"
EGY,"Egypt, Arab Rep.",2023,37.9,"School enrollment, tertiary (% gross)"
SLV,El Salvador,2023,5365.44,GDP per capita (current US$)
SLV,El Salvador,2023,,Current health expenditure per capita (current US$)
SLV,El Salvador,2023,,Current health expenditure (% of GDP)
SLV,El Salvador,2023,3.17,"Government expenditure on education, total (% of GDP)"
SLV,El Salvador,2023,89.85,"Literacy rate, adult total (% of people ages 15 and above)"
SLV,El Salvador,2023,90.88,"School enrollment, primary (% gross)"
SLV,El Salvador,2023,65.57,"School enrollment, secondary (% gross)"
SLV,El Salvador,2023,32.38,"School enrollment, tertiary (% gross)"
GNQ,Equatorial Guinea,2023,6677.79,GDP per capita (current US$)
GNQ,Equatorial Guinea,2023,,Current health expenditure per capita (current US$)
GNQ,Equatorial Guinea,2023,,Current health expenditure (% of GDP)
GNQ,Equatorial Guinea,2023,,"Government expenditure on education, total (% of GDP)"
GNQ,Equatorial Guinea,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GNQ,Equatorial Guinea,2023,,"School enrollment, primary (% gross)"
GNQ,Equatorial Guinea,2023,,"School enrollment, secondary (% gross)"
GNQ,Equatorial Guinea,2023,,"School enrollment, tertiary (% gross)"
ERI,Eritrea,2023,,GDP per capita (current US$)
ERI,Eritrea,2023,,Current health expenditure per capita (current US$)
ERI,Eritrea,2023,,Current health expenditure (% of GDP)
ERI,Eritrea,2023,,"Government expenditure on education, total (% of GDP)"
ERI,Eritrea,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
ERI,Eritrea,2023,,"School enrollment, primary (% gross)"
ERI,Eritrea,2023,,"School enrollment, secondary (% gross)"
ERI,Eritrea,2023,,"School enrollment, tertiary (% gross)"
EST,Estonia,2023,30133.3,GDP per capita (current US$)
EST,Estonia,2023,,Current health expenditure per capita (current US$)
EST,Estonia,2023,,Current health expenditure (% of GDP)
EST,Estonia,2023,,"Government expenditure on education, total (% of GDP)"
EST,Estonia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
EST,Estonia,2023,98.34,"School enrollment, primary (% gross)"
EST,Estonia,2023,108.44,"School enrollment, secondary (% gross)"
EST,Estonia,2023,67.62,"School enrollment, tertiary (% gross)"
SWZ,Eswatini,2023,3741.69,GDP per capita (current US$)
SWZ,Eswatini,2023,,Current health expenditure per capita (current US$)
SWZ,Eswatini,2023,,Current health expenditure (% of GDP)
SWZ,Eswatini,2023,5.0,"Government expenditure on education, total (% of GDP)"
SWZ,Eswatini,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
SWZ,Eswatini,2023,116.53,"School enrollment, primary (% gross)"
SWZ,Eswatini,2023,,"School enrollment, secondary (% gross)"
SWZ,Eswatini,2023,,"School enrollment, tertiary (% gross)"
ETH,Ethiopia,2023,,GDP per capita (current US$)
ETH,Ethiopia,2023,,Current health expenditure per capita (current US$)
ETH,Ethiopia,2023,,Current health expenditure (% of GDP)
ETH,Ethiopia,2023,2.93,"Government expenditure on education, total (% of GDP)"
ETH,Ethiopia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
ETH,Ethiopia,2023,83.73,"School enrollment, primary (% gross)"
ETH,Ethiopia,2023,,"School enrollment, secondary (% gross)"
ETH,Ethiopia,2023,,"School enrollment, tertiary (% gross)"
FRO,Faroe Islands,2023,71774.35,GDP per capita (current US$)
FRO,Faroe Islands,2023,,Current health expenditure per capita (current US$)
FRO,Faroe Islands,2023,,Current health expenditure (% of GDP)
FRO,Faroe Islands,2023,,"Government expenditure on education, total (% of GDP)"
FRO,Faroe Islands,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
FRO,Faroe Islands,2023,,"School enrollment, primary (% gross)"
FRO,Faroe Islands,2023,,"School enrollment, secondary (% gross)"
FRO,Faroe Islands,2023,,"School enrollment, tertiary (% gross)"
FJI,Fiji,2023,5888.74,GDP per capita (current US$)
FJI,Fiji,2023,212.89,Current health expenditure per capita (current US$)
FJI,Fiji,2023,3.58,Current health expenditure (% of GDP)
FJI,Fiji,2023,4.25,"Government expenditure on education, total (% of GDP)"
FJI,Fiji,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
FJI,Fiji,2023,111.94,"School enrollment, primary (% gross)"
FJI,Fiji,2023,98.54,"School enrollment, secondary (% gross)"
FJI,Fiji,2023,60.97,"School enrollment, tertiary (% gross)"
FIN,Finland,2023,52821.51,GDP per capita (current US$)
FIN,Finland,2023,,Current health expenditure per capita (current US$)
FIN,Finland,2023,,Current health expenditure (% of GDP)
FIN,Finland,2023,,"Government expenditure on education, total (% of GDP)"
FIN,Finland,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
FIN,Finland,2023,99.12,"School enrollment, primary (% gross)"
FIN,Finland,2023,142.86,"School enrollment, secondary (% gross)"
FIN,Finland,2023,108.13,"School enrollment, tertiary (% gross)"
FRA,France,2023,44690.93,GDP per capita (current US$)
FRA,France,2023,,Current health expenditure per capita (current US$)
FRA,France,2023,,Current health expenditure (% of GDP)
FRA,France,2023,,"Government expenditure on education, total (% of GDP)"
FRA,France,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
FRA,France,2023,103.27,"School enrollment, primary (% gross)"
FRA,France,2023,103.96,"School enrollment, secondary (% gross)"
FRA,France,2023,70.45,"School enrollment, tertiary (% gross)"
PYF,French Polynesia,2023,22774.14,GDP per capita (current US$)
PYF,French Polynesia,2023,,Current health expenditure per capita (current US$)
PYF,French Polynesia,2023,,Current health expenditure (% of GDP)
PYF,French Polynesia,2023,,"Government expenditure on education, total (% of GDP)"
PYF,French Polynesia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
PYF,French Polynesia,2023,,"School enrollment, primary (% gross)"
PYF,French Polynesia,2023,,"School enrollment, secondary (% gross)"
PYF,French Polynesia,2023,,"School enrollment, tertiary (% gross)"
GAB,Gabon,2023,8071.4,GDP per capita (current US$)
GAB,Gabon,2023,,Current health expenditure per capita (current US$)
GAB,Gabon,2023,,Current health expenditure (% of GDP)
GAB,Gabon,2023,2.32,"Government expenditure on education, total (% of GDP)"
GAB,Gabon,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GAB,Gabon,2023,,"School enrollment, primary (% gross)"
GAB,Gabon,2023,,"School enrollment, secondary (% gross)"
GAB,Gabon,2023,,"School enrollment, tertiary (% gross)"
GMB,"Gambia, The",2023,888.16,GDP per capita (current US$)
GMB,"Gambia, The",2023,,Current health expenditure per capita (current US$)
GMB,"Gambia, The",2023,,Current health expenditure (% of GDP)
GMB,"Gambia, The",2023,2.81,"Government expenditure on education, total (% of GDP)"
GMB,"Gambia, The",2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GMB,"Gambia, The",2023,98.74,"School enrollment, primary (% gross)"
GMB,"Gambia, The",2023,,"School enrollment, secondary (% gross)"
GMB,"Gambia, The",2023,,"School enrollment, tertiary (% gross)"
GEO,Georgia,2023,8283.67,GDP per capita (current US$)
GEO,Georgia,2023,,Current health expenditure per capita (current US$)
GEO,Georgia,2023,,Current health expenditure (% of GDP)
GEO,Georgia,2023,3.71,"Government expenditure on education, total (% of GDP)"
GEO,Georgia,2023,99.56,"Literacy rate, adult total (% of people ages 15 and above)"
GEO,Georgia,2023,100.89,"School enrollment, primary (% gross)"
GEO,Georgia,2023,103.18,"School enrollment, secondary (% gross)"
GEO,Georgia,2023,78.27,"School enrollment, tertiary (% gross)"
DEU,Germany,2023,53940.41,GDP per capita (current US$)
DEU,Germany,2023,6232.59,Current health expenditure per capita (current US$)
DEU,Germany,2023,11.8,Current health expenditure (% of GDP)
DEU,Germany,2023,,"Government expenditure on education, total (% of GDP)"
DEU,Germany,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
DEU,Germany,2023,102.19,"School enrollment, primary (% gross)"
DEU,Germany,2023,100.6,"School enrollment, secondary (% gross)"
DEU,Germany,2023,78.59,"School enrollment, tertiary (% gross)"
GHA,Ghana,2023,2383.9,GDP per capita (current US$)
GHA,Ghana,2023,,Current health expenditure per capita (current US$)
GHA,Ghana,2023,,Current health expenditure (% of GDP)
GHA,Ghana,2023,,"Government expenditure on education, total (% of GDP)"
GHA,Ghana,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GHA,Ghana,2023,,"School enrollment, primary (% gross)"
GHA,Ghana,2023,,"School enrollment, secondary (% gross)"
GHA,Ghana,2023,22.1,"School enrollment, tertiary (% gross)"
GIB,Gibraltar,2023,,GDP per capita (current US$)
GIB,Gibraltar,2023,,Current health expenditure per capita (current US$)
GIB,Gibraltar,2023,,Current health expenditure (% of GDP)
GIB,Gibraltar,2023,,"Government expenditure on education, total (% of GDP)"
GIB,Gibraltar,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GIB,Gibraltar,2023,103.56,"School enrollment, primary (% gross)"
GIB,Gibraltar,2023,74.35,"School enrollment, secondary (% gross)"
GIB,Gibraltar,2023,,"School enrollment, tertiary (% gross)"
GRC,Greece,2023,23400.73,GDP per capita (current US$)
GRC,Greece,2023,,Current health expenditure per capita (current US$)
GRC,Greece,2023,,Current health expenditure (% of GDP)
GRC,Greece,2023,,"Government expenditure on education, total (% of GDP)"
GRC,Greece,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GRC,Greece,2023,102.02,"School enrollment, primary (% gross)"
GRC,Greece,2023,105.19,"School enrollment, secondary (% gross)"
GRC,Greece,2023,165.11,"School enrollment, tertiary (% gross)"
GRL,Greenland,2023,58498.97,GDP per capita (current US$)
GRL,Greenland,2023,,Current health expenditure per capita (current US$)
GRL,Greenland,2023,,Current health expenditure (% of GDP)
GRL,Greenland,2023,,"Government expenditure on education, total (% of GDP)"
GRL,Greenland,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GRL,Greenland,2023,,"School enrollment, primary (% gross)"
GRL,Greenland,2023,,"School enrollment, secondary (% gross)"
GRL,Greenland,2023,,"School enrollment, tertiary (% gross)"
GRD,Grenada,2023,11308.29,GDP per capita (current US$)
GRD,Grenada,2023,,Current health expenditure per capita (current US$)
GRD,Grenada,2023,,Current health expenditure (% of GDP)
GRD,Grenada,2023,5.13,"Government expenditure on education, total (% of GDP)"
GRD,Grenada,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GRD,Grenada,2023,,"School enrollment, primary (% gross)"
GRD,Grenada,2023,,"School enrollment, secondary (% gross)"
GRD,Grenada,2023,,"School enrollment, tertiary (% gross)"
GUM,Guam,2023,,GDP per capita (current US$)
GUM,Guam,2023,,Current health expenditure per capita (current US$)
GUM,Guam,2023,,Current health expenditure (% of GDP)
GUM,Guam,2023,,"Government expenditure on education, total (% of GDP)"
GUM,Guam,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GUM,Guam,2023,,"School enrollment, primary (% gross)"
GUM,Guam,2023,,"School enrollment, secondary (% gross)"
GUM,Guam,2023,,"School enrollment, tertiary (% gross)"
GTM,Guatemala,2023,5758.31,GDP per capita (current US$)
GTM,Guatemala,2023,,Current health expenditure per capita (current US$)
GTM,Guatemala,2023,,Current health expenditure (% of GDP)
GTM,Guatemala,2023,3.11,"Government expenditure on education, total (% of GDP)"
GTM,Guatemala,2023,83.04,"Literacy rate, adult total (% of people ages 15 and above)"
GTM,Guatemala,2023,102.03,"School enrollment, primary (% gross)"
GTM,Guatemala,2023,47.38,"School enrollment, secondary (% gross)"
GTM,Guatemala,2023,27.29,"School enrollment, tertiary (% gross)"
GIN,Guinea,2023,1555.49,GDP per capita (current US$)
GIN,Guinea,2023,,Current health expenditure per capita (current US$)
GIN,Guinea,2023,,Current health expenditure (% of GDP)
GIN,Guinea,2023,1.72,"Government expenditure on education, total (% of GDP)"
GIN,Guinea,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GIN,Guinea,2023,,"School enrollment, primary (% gross)"
GIN,Guinea,2023,,"School enrollment, secondary (% gross)"
GIN,Guinea,2023,,"School enrollment, tertiary (% gross)"
GNB,Guinea-Bissau,2023,964.93,GDP per capita (current US$)
GNB,Guinea-Bissau,2023,,Current health expenditure per capita (current US$)
GNB,Guinea-Bissau,2023,,Current health expenditure (% of GDP)
GNB,Guinea-Bissau,2023,,"Government expenditure on education, total (% of GDP)"
GNB,Guinea-Bissau,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GNB,Guinea-Bissau,2023,,"School enrollment, primary (% gross)"
GNB,Guinea-Bissau,2023,,"School enrollment, secondary (% gross)"
GNB,Guinea-Bissau,2023,,"School enrollment, tertiary (% gross)"
GUY,Guyana,2023,20473.7,GDP per capita (current US$)
GUY,Guyana,2023,,Current health expenditure per capita (current US$)
GUY,Guyana,2023,,Current health expenditure (% of GDP)
GUY,Guyana,2023,,"Government expenditure on education, total (% of GDP)"
GUY,Guyana,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
GUY,Guyana,2023,94.45,"School enrollment, primary (% gross)"
GUY,Guyana,2023,84.49,"School enrollment, secondary (% gross)"
GUY,Guyana,2023,25.15,"School enrollment, tertiary (% gross)"
HTI,Haiti,2023,1705.76,GDP per capita (current US$)
HTI,Haiti,2023,,Current health expenditure per capita (current US$)
HTI,Haiti,2023,,Current health expenditure (% of GDP)
HTI,Haiti,2023,0.96,"Government expenditure on education, total (% of GDP)"
HTI,Haiti,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
HTI,Haiti,2023,,"School enrollment, primary (% gross)"
HTI,Haiti,2023,,"School enrollment, secondary (% gross)"
HTI,Haiti,2023,,"School enrollment, tertiary (% gross)"
HND,Honduras,2023,3227.46,GDP per capita (current US$)
HND,Honduras,2023,,Current health expenditure per capita (current US$)
HND,Honduras,2023,,Current health expenditure (% of GDP)
HND,Honduras,2023,4.55,"Government expenditure on education, total (% of GDP)"
HND,Honduras,2023,87.09,"Literacy rate, adult total (% of people ages 15 and above)"
HND,Honduras,2023,82.55,"School enrollment, primary (% gross)"
HND,Honduras,2023,54.5,"School enrollment, secondary (% gross)"
HND,Honduras,2023,,"School enrollment, tertiary (% gross)"
HKG,"Hong Kong SAR, China",2023,50565.46,GDP per capita (current US$)
HKG,"Hong Kong SAR, China",2023,,Current health expenditure per capita (current US$)
HKG,"Hong Kong SAR, China",2023,,Current health expenditure (% of GDP)
HKG,"Hong Kong SAR, China",2023,3.8,"Government expenditure on education, total (% of GDP)"
HKG,"Hong Kong SAR, China",2023,,"Literacy rate, adult total (% of people ages 15 and above)"
HKG,"Hong Kong SAR, China",2023,,"School enrollment, primary (% gross)"
HKG,"Hong Kong SAR, China",2023,,"School enrollment, secondary (% gross)"
HKG,"Hong Kong SAR, China",2023,105.46,"School enrollment, tertiary (% gross)"
HUN,Hungary,2023,22312.18,GDP per capita (current US$)
HUN,Hungary,2023,1407.49,Current health expenditure per capita (current US$)
HUN,Hungary,2023,6.36,Current health expenditure (% of GDP)
HUN,Hungary,2023,,"Government expenditure on education, total (% of GDP)"
HUN,Hungary,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
HUN,Hungary,2023,103.57,"School enrollment, primary (% gross)"
HUN,Hungary,2023,105.42,"School enrollment, secondary (% gross)"
HUN,Hungary,2023,56.59,"School enrollment, tertiary (% gross)"
ISL,Iceland,2023,79960.1,GDP per capita (current US$)
ISL,Iceland,2023,7196.91,Current health expenditure per capita (current US$)
ISL,Iceland,2023,8.99,Current health expenditure (% of GDP)
ISL,Iceland,2023,,"Government expenditure on education, total (% of GDP)"
ISL,Iceland,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
ISL,Iceland,2023,98.22,"School enrollment, primary (% gross)"
ISL,Iceland,2023,108.91,"School enrollment, secondary (% gross)"
ISL,Iceland,2023,76.52,"School enrollment, tertiary (% gross)"
IND,India,2023,2530.12,GDP per capita (current US$)
IND,India,2023,,Current health expenditure per capita (current US$)
IND,India,2023,,Current health expenditure (% of GDP)
IND,India,2023,,"Government expenditure on education, total (% of GDP)"
IND,India,2023,81.7,"Literacy rate, adult total (% of people ages 15 and above)"
IND,India,2023,113.16,"School enrollment, primary (% gross)"
IND,India,2023,79.33,"School enrollment, secondary (% gross)"
IND,India,2023,34.01,"School enrollment, tertiary (% gross)"
IDN,Indonesia,2023,4876.31,GDP per capita (current US$)
IDN,Indonesia,2023,,Current health expenditure per capita (current US$)
IDN,Indonesia,2023,,Current health expenditure (% of GDP)
IDN,Indonesia,2023,1.28,"Government expenditure on education, total (% of GDP)"
IDN,Indonesia,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
IDN,Indonesia,2023,98.16,"School enrollment, primary (% gross)"
IDN,Indonesia,2023,96.0,"School enrollment, secondary (% gross)"
IDN,Indonesia,2023,44.88,"School enrollment, tertiary (% gross)"
IRN,"Iran, Islamic Rep.",2023,4465.64,GDP per capita (current US$)
IRN,"Iran, Islamic Rep.",2023,,Current health expenditure per capita (current US$)
IRN,"Iran, Islamic Rep.",2023,,Current health expenditure (% of GDP)
IRN,"Iran, Islamic Rep.",2023,2.82,"Government expenditure on education, total (% of GDP)"
IRN,"Iran, Islamic Rep.",2023,88.92,"Literacy rate, adult total (% of people ages 15 and above)"
IRN,"Iran, Islamic Rep.",2023,,"School enrollment, primary (% gross)"
IRN,"Iran, Islamic Rep.",2023,,"School enrollment, secondary (% gross)"
IRN,"Iran, Islamic Rep.",2023,,"School enrollment, tertiary (% gross)"
IRQ,Iraq,2023,5965.32,GDP per capita (current US$)
IRQ,Iraq,2023,,Current health expenditure per capita (current US$)
IRQ,Iraq,2023,,Current health expenditure (% of GDP)
IRQ,Iraq,2023,,"Government expenditure on education, total (% of GDP)"
IRQ,Iraq,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
IRQ,Iraq,2023,,"School enrollment, primary (% gross)"
IRQ,Iraq,2023,,"School enrollment, secondary (% gross)"
IRQ,Iraq,2023,,"School enrollment, tertiary (% gross)"
IRL,Ireland,2023,103887.8,GDP per capita (current US$)
IRL,Ireland,2023,,Current health expenditure per capita (current US$)
IRL,Ireland,2023,,Current health expenditure (% of GDP)
IRL,Ireland,2023,,"Government expenditure on education, total (% of GDP)"
IRL,Ireland,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
IRL,Ireland,2023,,"School enrollment, primary (% gross)"
IRL,Ireland,2023,,"School enrollment, secondary (% gross)"
IRL,Ireland,2023,,"School enrollment, tertiary (% gross)"
IMN,Isle of Man,2023,,GDP per capita (current US$)
IMN,Isle of Man,2023,,Current health expenditure per capita (current US$)
IMN,Isle of Man,2023,,Current health expenditure (% of GDP)
IMN,Isle of Man,2023,,"Government expenditure on education, total (% of GDP)"
IMN,Isle of Man,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
IMN,Isle of Man,2023,,"School enrollment, primary (% gross)"
IMN,Isle of Man,2023,,"School enrollment, secondary (% gross)"
IMN,Isle of Man,2023,,"School enrollment, tertiary (% gross)"
ISR,Israel,2023,52003.72,GDP per capita (current US$)
ISR,Israel,2023,,Current health expenditure per capita (current US$)
ISR,Israel,2023,,Current health expenditure (% of GDP)
ISR,Israel,2023,,"Government expenditure on education, total (% of GDP)"
ISR,Israel,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
ISR,Israel,2023,96.49,"School enrollment, primary (% gross)"
ISR,Israel,2023,96.47,"School enrollment, secondary (% gross)"
ISR,Israel,2023,55.84,"School enrollment, tertiary (% gross)"
ITA,Italy,2023,39065.42,GDP per capita (current US$)
ITA,Italy,2023,3228.44,Current health expenditure per capita (current US$)
ITA,Italy,2023,8.52,Current health expenditure (% of GDP)
ITA,Italy,2023,,"Government expenditure on education, total (% of GDP)"
ITA,Italy,2023,,"Literacy rate, adult total (% of people ages 15 and above)"
