Iso3,Country,Year,Happiness Rank,Happiness Score,Health Expenditure (% GDP),Health Expenditure (per capita),GDP per Capita,Education Expenditure (% GDP),Adult Literacy %,Primary School Enrollment %,Secondary School Enrollment %,Tertiary School Enrollment %,Income Level,Region,longitude,latitude
PSE,West Bank and Gaza,2014,108,4.715,9.92,314.27,3352.11,,96.21,96.06,87.62,44.85,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2015,107,4.754,9.28,286.91,3272.15,4.66,96.48,96.37,88.39,46.09,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2016,103,4.775,9.0,299.41,3527.61,4.98,96.72,96.51,88.66,45.39,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2017,104,4.743,9.12,310.21,3620.36,4.72,96.92,97.57,89.75,45.5,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2018,110,4.696,9.66,324.02,3562.33,,97.22,96.56,89.65,46.49,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2019,125,4.553,9.19,317.45,3656.86,,97.38,95.62,90.31,45.63,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2020,125,4.517,10.28,314.82,3233.57,,97.51,94.65,90.25,45.39,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2021,122,4.483,10.43,364.42,3678.64,5.43,97.69,92.7,91.01,44.21,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2022,99,4.908,9.73,350.64,3799.96,,97.84,91.45,90.14,45.8,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2023,103,4.879,,,3455.03,,,91.44,89.12,44.49,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
PSE,West Bank and Gaza,2024,108,4.78,,,2592.31,,97.94,,,,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.3027,31.9466
QAT,Qatar,2011,31,6.569,1.6,1482.28,103261.51,4.01,96.41,99.26,96.47,12.6,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2012,27,6.666,1.75,1712.67,108470.38,3.51,96.68,102.54,98.61,12.29,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2014,28,6.611,2.42,2252.41,95840.63,3.61,97.75,97.98,97.88,17.31,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2015,36,6.375,3.64,2422.64,68985.29,,,101.07,101.95,15.93,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2016,35,6.375,3.55,2072.06,61253.64,,,103.69,97.44,14.82,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2017,32,6.374,3.21,1911.95,63279.86,2.97,,106.12,101.99,16.78,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
QAT,Qatar,2018,29,6.374,2.96,1966.56,71039.85,,,107.08,102.15,17.45,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948
ROU,Romania,2011,80,5.178,4.48,426.6,9560.68,2.91,98.6,98.38,100.74,66.79,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2012,90,5.033,4.51,401.67,8929.95,2.82,,96.24,97.45,54.95,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2014,86,5.124,5.03,503.35,10031.77,3.12,,,93.53,51.1,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2015,71,5.528,4.94,442.24,8977.02,3.11,,89.05,91.34,49.36,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2016,57,5.825,5.08,476.25,9404.54,3.03,,87.59,88.78,49.91,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2017,52,5.945,5.19,555.11,10727.98,3.12,,87.27,88.38,50.51,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2018,48,6.07,5.52,687.15,12502.26,3.32,,91.38,86.56,51.99,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2019,47,6.124,5.71,738.56,12992.03,3.56,,92.61,86.41,52.44,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2020,46,6.14,6.23,809.59,13082.3,3.58,,91.9,86.42,53.49,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2021,28,6.477,6.47,963.01,14986.79,3.32,99.16,90.77,86.2,55.27,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2022,24,6.589,5.75,902.27,15557.88,3.28,,84.88,83.03,58.24,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2023,32,6.491,,,18404.27,,,84.95,81.63,55.17,High income,Europe & Central Asia,26.0979,44.4479
ROU,Romania,2024,35,6.563,,,20072.41,,,,,,High income,Europe & Central Asia,26.0979,44.4479
RUS,Russian Federation,2011,76,5.284,4.79,681.05,14305.33,3.71,,96.13,94.58,80.16,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2012,68,5.464,4.94,755.49,15401.85,3.79,,97.26,95.54,80.53,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2014,64,5.716,5.18,736.32,14055.47,4.01,,97.5,95.61,84.52,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2015,56,5.856,5.3,496.95,9277.71,3.83,,98.38,96.33,84.24,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2016,49,5.963,5.29,463.29,8663.16,3.76,,98.33,95.84,83.86,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2017,59,5.81,5.36,577.07,10658.91,4.69,,100.77,97.52,81.71,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2018,68,5.648,5.36,606.11,11211.89,4.68,,102.02,99.18,81.57,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2019,73,5.546,5.65,650.47,11447.7,3.7,,101.83,100.47,80.95,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2020,76,5.477,8.04,814.94,10108.33,4.02,,101.73,91.58,57.22,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2021,80,5.459,6.98,881.76,12425.03,3.99,99.93,100.89,92.17,54.95,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2022,70,5.661,6.92,1078.23,15619.61,4.05,,100.12,92.77,53.92,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2023,72,5.785,,,14159.39,4.16,,97.75,92.48,93.73,High income,Europe & Central Asia,37.6176,55.7558
RUS,Russian Federation,2024,66,5.945,,,14889.02,,,,,60.39,High income,Europe & Central Asia,37.6176,55.7558
RWA,Rwanda,2011,132,4.204,7.93,51.65,651.13,4.38,,154.13,36.62,6.84,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2012,152,3.715,8.1,57.26,706.82,4.42,68.33,153.37,39.66,6.71,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2014,154,3.465,6.98,50.64,724.96,4.2,70.8,138.32,41.82,7.36,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2015,151,3.515,6.65,48.81,734.0,3.65,,137.24,39.41,7.53,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2016,151,3.471,6.96,50.78,729.52,3.43,,140.62,38.51,7.58,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2017,151,3.408,6.37,48.28,758.3,3.12,,139.31,39.69,7.34,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2018,152,3.334,6.65,51.35,771.77,3.07,73.22,137.13,41.18,6.76,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2019,150,3.312,6.27,50.75,810.05,3.24,,138.02,44.08,6.31,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2020,147,3.415,7.49,58.29,778.7,3.33,80.05,,,7.57,Low income,Sub-Saharan Africa ,30.0587,-1.95325
RWA,Rwanda,2021,143,3.268,7.3,60.46,829.54,5.59,,151.06,44.18,,Low income,Sub-Saharan Africa ,30.0587,-1.95325
SAU,Saudi Arabia,2011,26,6.597,3.68,954.39,27126.75,,,128.02,,33.15,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2012,33,6.48,3.99,1093.16,28733.44,,,129.35,,39.8,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2014,35,6.411,5.16,1363.59,27805.49,,,100.77,98.85,53.18,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2015,34,6.379,5.86,1309.27,23256.15,,,101.59,102.98,57.09,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2016,37,6.344,6.24,1353.22,22267.72,,,103.42,105.49,63.98,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2017,33,6.371,6.03,1400.9,23929.29,,95.33,106.38,106.24,70.75,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2018,28,6.375,5.34,1488.98,29360.07,,,105.8,106.38,73.2,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2019,27,6.406,5.47,1504.55,29566.79,,,102.74,104.05,77.97,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2020,26,6.494,6.65,1574.7,24338.83,,97.59,103.15,104.41,73.75,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2021,25,6.523,5.93,1654.74,31920.77,,,100.9,104.28,71.54,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2022,30,6.463,4.62,1593.37,38510.23,,,102.14,122.16,69.35,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2023,28,6.594,,,36156.85,5.11,,,,,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SAU,Saudi Arabia,2024,32,6.6,,,35057.23,,97.93,103.98,110.66,83.88,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748
SDN,Sudan,2011,124,4.424,5.62,80.37,1332.66,,,64.98,35.21,14.51,Low income,Sub-Saharan Africa ,32.5363,15.5932
SDN,Sudan,2012,124,4.401,5.69,75.41,1019.22,,,66.06,38.73,14.82,Low income,Sub-Saharan Africa ,32.5363,15.5932
SDN,Sudan,2014,118,4.55,5.68,88.79,1275.44,,,67.06,42.05,15.96,Low income,Sub-Saharan Africa ,32.5363,15.5932
SDN,Sudan,2015,132,4.139,5.81,93.7,1292.38,,,67.66,42.52,15.86,Low income,Sub-Saharan Africa ,32.5363,15.5932
SDN,Sudan,2016,130,4.139,5.68,89.4,1033.22,,,69.86,40.96,,Low income,Sub-Saharan Africa ,32.5363,15.5932
SDN,Sudan,2017,137,4.139,5.92,67.76,966.51,,,70.37,43.09,,Low income,Sub-Saharan Africa ,32.5363,15.5932
SEN,Senegal,2011,125,4.414,4.21,57.93,1374.68,4.9,51.81,86.57,42.64,10.12,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2012,147,3.959,4.27,56.61,1326.84,4.78,,86.41,46.42,10.26,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2014,142,3.904,4.39,61.41,1398.89,5.73,,83.68,50.55,10.88,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2015,127,4.219,4.38,53.32,1218.01,5.46,43.59,84.9,50.54,10.84,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2016,115,4.535,4.26,53.9,1266.44,5.11,46.1,,,10.89,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2017,109,4.631,4.16,56.49,1356.81,4.74,51.9,,,11.35,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2018,111,4.681,4.43,64.37,1452.56,5.11,46.61,,,12.42,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2019,101,4.981,4.5,64.34,1431.18,5.04,46.83,83.26,44.46,12.61,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2020,92,5.132,5.15,75.17,1461.09,5.69,,84.9,44.79,13.31,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2021,103,5.046,4.44,71.12,1598.11,5.61,,84.06,45.17,14.68,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2022,102,4.855,4.06,63.73,1574.03,5.99,,84.27,45.38,15.65,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2023,99,4.969,,,1698.03,6.16,50.36,85.45,44.07,16.07,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SEN,Senegal,2024,107,4.856,,,1743.99,,,85.33,,15.33,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247
SGP,Singapore,2011,33,6.549,3.15,1700.17,53891.46,3.03,96.19,,,95.98,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2012,30,6.546,3.32,1853.02,55547.56,3.07,96.37,,,102.0,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2014,24,6.798,3.87,2233.35,57564.8,3.01,96.72,,,,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2015,22,6.739,4.18,2330.4,55645.61,2.99,96.83,,,,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2016,26,6.572,4.35,2488.28,57005.59,2.94,97.05,100.77,107.75,83.94,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2017,34,6.343,4.32,2645.33,61236.25,2.88,97.2,100.63,107.47,84.79,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2018,34,6.262,4.02,2688.27,66881.61,2.86,97.34,100.26,105.75,88.89,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2019,31,6.377,4.35,2893.78,65952.04,2.73,97.48,100.69,104.62,91.09,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2020,32,6.377,5.62,3492.36,61410.08,2.69,97.13,100.54,103.12,93.13,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2021,27,6.48,5.17,4044.17,80056.13,2.82,97.65,99.87,102.95,97.1,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2022,25,6.587,4.9,4320.52,90299.07,2.49,,99.58,103.01,98.02,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2023,30,6.523,,,85412.23,2.15,,100.25,103.08,97.29,High income,East Asia & Pacific,103.85,1.28941
SGP,Singapore,2024,34,6.565,,,90674.07,2.19,,,,,High income,East Asia & Pacific,103.85,1.28941
SLE,Sierra Leone,2011,153,3.586,10.77,49.6,761.15,1.71,,114.58,40.42,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2012,127,4.318,8.94,51.9,937.5,1.84,,117.72,44.55,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2014,123,4.507,19.69,143.61,1117.76,1.7,44.34,,,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2015,110,4.635,19.66,118.66,964.58,3.22,49.4,120.7,39.85,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2016,106,4.709,15.79,84.64,844.42,1.86,,123.03,42.14,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2017,113,4.571,9.4,47.38,779.19,2.98,44.83,126.86,41.53,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2018,129,4.374,8.29,44.83,845.91,4.47,48.82,114.58,43.12,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2019,139,3.926,9.13,48.14,844.05,4.65,43.58,145.62,61.2,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2020,138,3.849,9.33,47.89,845.98,5.35,,142.79,62.56,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2021,140,3.574,8.55,44.9,886.19,5.6,,157.71,73.43,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2022,135,3.138,7.95,39.32,860.77,4.91,,163.17,,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2023,140,3.245,,,757.85,2.62,,159.42,86.91,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLE,Sierra Leone,2024,146,2.998,,,873.39,,,162.12,,,Low income,Sub-Saharan Africa ,-13.2134,8.4821
SLV,El Salvador,2011,48,5.956,8.88,295.64,3330.6,3.9,85.49,110.56,69.74,27.32,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2012,52,5.809,8.61,301.04,3497.91,3.71,85.47,109.44,70.83,28.1,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2014,42,6.13,8.6,315.23,3666.01,3.82,87.41,106.23,71.39,27.54,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2015,46,6.068,8.76,331.97,3790.34,3.91,87.97,104.06,70.73,27.39,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2016,45,6.003,8.71,339.98,3901.34,3.83,88.14,101.84,68.3,27.18,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2017,40,6.167,8.42,338.61,4020.13,3.73,88.48,98.31,66.11,27.64,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2018,35,6.253,8.32,348.19,4183.55,3.61,89.01,96.8,66.93,28.19,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2019,34,6.348,8.81,380.53,4320.12,3.39,89.14,91.63,64.85,28.52,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2020,49,6.061,8.95,357.79,3997.19,3.66,89.98,90.66,65.18,31.0,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2021,49,6.12,10.13,470.14,4642.61,3.58,89.06,89.08,64.98,30.3,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2022,50,6.122,9.84,501.24,5074.6,3.26,89.35,89.13,65.23,31.45,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2023,33,6.469,,,5365.44,3.17,89.85,90.88,65.57,32.38,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SLV,El Salvador,2024,37,6.492,,,5579.66,,89.77,89.88,62.14,32.83,Upper middle income,Latin America & Caribbean ,-89.2073,13.7034
SRB,Serbia,2011,118,4.564,9.11,618.89,7082.29,4.07,97.96,101.49,93.63,51.59,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2012,106,4.813,9.33,559.91,6263.04,,,100.57,94.17,53.5,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2014,87,5.123,9.25,608.86,6886.68,,,101.13,94.34,58.05,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2015,86,5.177,8.81,491.25,5820.32,,,101.34,96.67,58.29,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2016,73,5.395,8.46,486.43,5982.37,3.5,98.84,100.57,96.23,62.14,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2017,78,5.398,8.22,515.85,6548.04,3.57,,100.31,95.5,66.49,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2018,70,5.603,8.53,617.09,7559.86,3.44,,100.3,95.09,67.16,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2019,64,5.778,8.67,641.03,7755.63,3.46,99.48,99.64,94.47,67.79,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2020,48,6.078,8.7,670.19,8098.71,,,97.71,92.24,68.14,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2021,43,6.178,10.01,919.17,9680.53,3.15,,96.81,92.38,69.18,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2022,44,6.144,9.66,903.12,10022.97,3.08,99.34,96.63,91.95,69.8,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2023,37,6.411,,,12281.51,3.4,,,,73.21,Upper middle income,Europe & Central Asia,20.4656,44.8024
SRB,Serbia,2024,31,6.606,,,13523.72,,,,,,Upper middle income,Europe & Central Asia,20.4656,44.8024
SSD,South Sudan,2015,142,3.832,,,1080.15,1.47,,70.32,11.53,,Low income,Sub-Saharan Africa ,31.6,4.85
SSD,South Sudan,2016,147,3.591,,,,1.57,,,,,Low income,Sub-Saharan Africa ,31.6,4.85
SSD,South Sudan,2017,154,3.254,15.96,28.06,,,,,,,Low income,Sub-Saharan Africa ,31.6,4.85
SSD,South Sudan,2018,156,2.853,10.06,31.05,,,,,,,Low income,Sub-Saharan Africa ,31.6,4.85
SSD,South Sudan,2019,152,2.817,9.04,35.07,,,,,,,Low income,Sub-Saharan Africa ,31.6,4.85
SUR,Suriname,2012,40,6.269,4.28,406.06,8851.24,,92.87,102.78,69.13,,Upper middle income,Latin America & Caribbean ,-55.1679,5.8232
SUR,Suriname,2014,40,6.269,4.52,440.95,9108.19,,,106.41,67.3,,Upper middle income,Latin America & Caribbean ,-55.1679,5.8232
SUR,Suriname,2015,40,6.269,5.81,511.91,8813.62,5.53,,109.04,70.16,,Upper middle income,Latin America & Caribbean ,-55.1679,5.8232
SVN,Slovenia,2011,49,5.922,8.54,2147.81,24940.63,5.58,,97.99,98.48,87.19,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2012,44,6.06,8.72,1974.85,22442.14,5.67,,98.21,98.11,89.02,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2014,55,5.848,8.5,2062.38,24013.07,5.34,,98.59,110.18,84.38,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2015,63,5.768,8.5,1775.86,20697.27,4.96,,98.38,109.66,82.2,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2016,62,5.758,8.48,1838.65,21447.84,4.84,,97.98,115.22,79.47,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2017,51,5.948,8.18,1925.03,23303.08,4.82,,98.18,114.6,79.27,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2018,44,6.118,8.28,2169.58,25888.05,4.98,,99.46,113.56,77.3,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2019,33,6.363,8.49,2219.1,25814.17,4.93,,99.84,111.37,76.47,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2020,29,6.461,9.43,2417.21,25392.07,5.42,,100.23,110.36,75.82,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2021,22,6.63,9.48,2779.57,29187.37,5.39,,99.78,108.18,82.24,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2022,22,6.65,9.61,2737.85,28373.84,5.28,,100.64,107.87,82.39,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2023,21,6.743,9.41,3033.32,32610.11,,,100.88,107.63,80.08,High income,Europe & Central Asia,14.5044,46.0546
SVN,Slovenia,2024,19,6.792,,,34089.35,,,,,,High income,Europe & Central Asia,14.5044,46.0546
SWE,Sweden,2011,7,7.379,10.42,6351.22,60379.77,6.41,,97.79,102.14,71.92,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2012,5,7.48,10.74,6254.44,57749.83,7.57,,99.55,103.11,68.74,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2014,8,7.364,10.95,6605.91,59583.71,7.63,,118.03,133.66,64.95,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2015,10,7.291,10.8,5598.68,51197.95,7.49,,119.62,137.46,66.43,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2016,9,7.284,10.85,5680.73,51820.4,7.64,,121.45,137.56,68.31,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2017,9,7.314,10.79,5837.77,53300.86,7.64,,122.9,142.64,70.43,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2018,7,7.343,10.94,6005.07,54181.91,7.7,,123.75,140.82,73.41,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2019,7,7.353,10.83,5652.99,51773.05,7.66,,120.6,136.64,75.11,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2020,7,7.363,11.33,6003.09,52653.76,7.95,,119.5,136.43,79.12,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2021,7,7.384,11.1,6842.46,61174.97,7.6,,117.35,138.69,85.94,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2022,6,7.395,10.5,5943.36,55296.94,7.32,,116.43,139.41,83.9,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2023,4,7.344,10.89,6152.33,55567.09,,,115.02,134.24,81.4,High income,Europe & Central Asia,18.0645,59.3327
SWE,Sweden,2024,4,7.345,,,57723.23,,,,,,High income,Europe & Central Asia,18.0645,59.3327
SWZ,Eswatini,2012,100,4.867,7.82,340.03,4348.0,5.59,,122.65,69.2,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2014,101,4.867,7.26,282.43,3771.91,7.36,,123.99,73.71,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2018,135,4.212,7.32,292.34,3973.46,5.74,,123.91,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2019,132,4.308,8.4,320.05,3913.13,5.7,,123.6,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2020,130,4.308,7.08,236.25,3454.78,5.33,,,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2021,125,4.396,7.38,296.83,3966.3,5.29,,,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2023,134,3.502,,,3741.69,5.0,,116.53,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
SWZ,Eswatini,2024,137,3.774,,,3936.11,6.03,,,,,Lower middle income,Sub-Saharan Africa ,31.4659,-26.5225
TCD,Chad,2011,145,3.919,2.93,37.36,1308.14,2.26,,87.17,22.82,2.21,Low income,Sub-Saharan Africa ,15.0445,12.1048
TCD,Chad,2012,141,4.056,2.96,36.2,1354.34,2.21,,90.9,22.11,,Low income,Sub-Saharan Africa ,15.0445,12.1048
TCD,Chad,2014,149,3.667,3.29,42.16,1278.79,2.32,,98.32,22.85,3.39,Low income,Sub-Saharan Africa ,15.0445,12.1048
TCD,Chad,2015,143,3.763,3.42,33.82,993.99,2.34,,87.91,22.25,3.23,Low income,Sub-Saharan Africa ,15.0445,12.1048
